DATAFLOW,CEN23_YEAR_001,CEN23_GEO_002,CEN23_REA_003,CEN23_ETH_003,CEN23_GEN_002,OBS_VALUE,OBS_STATUS
STATSNZ:CEN23_ECI_017(1.0),2018,7615,4,1,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7617,20,2,1,27.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7612,2,4,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7620,3,2,2,450.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7605,7,3,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7619,7,2,2,87.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7620,9,2,2,183.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7611,11,5,1,6.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7607,22,4,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7610,3,2,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7611,5,5,2,129.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7603,23,2,2,9.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7605,4,6,1,3.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7611,10,4,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7621,10,4,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7614,16,5,2,3.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7620,25,2,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7619,22,3,1,12.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7603,10,5,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7603,11,2,2,21.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7610,17,5,2,0.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7608,22,6,1,,c
STATSNZ:CEN23_ECI_017(1.0),2018,7612,1,4,2,888.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7602,4,5,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7616,5,6,1,117.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7611,25,6,2,33.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7620,2,5,2,9.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7608,1,5,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7614,8,1,1,27.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7618,21,4,2,2379.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7618,5,5,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7604,5,2,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7617,10,3,2,1782.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7616,11,6,1,27.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7610,2,2,2,6.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7608,11,6,2,,c
STATSNZ:CEN23_ECI_017(1.0),2018,7605,12,3,2,12.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7620,10,3,1,297.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7602,3,2,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7615,4,6,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7606,12,1,2,600.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7606,12,1,1,534.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7615,7,4,2,24.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7607,15,2,1,24.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7619,15,1,1,15.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7604,25,2,1,249.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7607,6,1,2,138.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7621,12,1,2,378.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7610,15,4,1,3.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7602,7,3,1,12.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7612,16,4,3,,_U
STATSNZ:CEN23_ECI_017(1.0),2018,7611,18,4,1,1782.0,
STATSNZ:CEN23_ECI_017(1.0),2018,7618,21,1,2,12.0,
