DATAFLOW,CEN23_YEAR_001,CEN23_GEO_002,CEN23_REA_003,CEN23_ETH_003,CEN23_GEN_002,OBS_VALUE,OBS_STATUS
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,3,2,1110,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,5,1,2139,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,6,3,0,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,2,3,72,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,5,2,2178,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,6,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,4,2,5202,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,2,2,11448,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,1,2,516,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,4,1,3570,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,5,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,6,2,309,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,6,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,4,1,19734,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,5,2,1623,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,5,2,504,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,4,3,24,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,5,3,9,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,2,2,7209,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,2,2,1767,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,1,3,210,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,5,1,651,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,1,1,18717,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,1,1,18651,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,6,1,279,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,6,2,150,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,6,2,558,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,3,2,2880,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,5,1,1089,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,3,2,186,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,5,2,1635,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,2,2,3396,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,2,3,45,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,5,2,1260,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,4,2,19731,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,4,3,45,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,3,1,1470,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,2,1,12003,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,2,1,4128,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,2,1,6486,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,4,1,17586,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,1,3,201,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,1,1,8844,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,4,3,57,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,5,2,399,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,6,3,6,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,5,1,1785,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,1,2,44220,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,1,3,6,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,6,2,258,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,6,3,9,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,4,2,15,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,3,3,21,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,1,1,42066,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,6,3,9,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,1,1,27399,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,2,2,3789,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,2,3,60,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,6,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,1,1,32013,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,5,3,12,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,4,2,13581,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,1,3,222,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,6,1,456,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,3,1,23325,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,3,1,2310,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,6,2,45,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,2,1,144,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,4,1,8034,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,1,3,261,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,6,1,162,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,4,3,42,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,1,2,18972,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,5,2,600,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,6,1,342,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,3,3,45,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,6,3,9,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,1,1,13041,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,1,3,81,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,6,2,240,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,2,3,51,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,5,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,2,2,6900,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,4,1,4572,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,3,1,147,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,3,3,99,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,5,1,2037,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,3,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,3,2,1557,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,2,2,2199,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,1,2,32787,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,2,1,6951,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,1,2,9300,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,1,2,7146,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,2,3,57,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,1,2,24963,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,4,2,11967,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,4,1,5283,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,5,2,1119,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,3,1,4356,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,4,2,15645,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,2,2,9228,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,4,1,12768,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,4,1,16926,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,6,3,9,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,6,1,243,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,6,1,183,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,5,1,453,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,4,3,0,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,4,3,99,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,3,2,4548,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,6,1,423,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,3,2,8076,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,2,3,57,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,5,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,6,2,246,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,6,2,366,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,2,3,33,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,1,1,24564,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,3,1,1521,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,2,1,6354,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,2,3,39,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,2,3,45,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,2,2,2643,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,3,1,1302,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,6,3,0,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,5,3,6,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,5,3,15,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,4,3,30,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,6,1,336,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,6,1,531,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,1,1,28947,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,5,1,678,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,1,2,6282,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,4,2,8772,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,2,3,21,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,3,1,13557,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,5,2,1389,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,3,3,63,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,5,2,402,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,4,3,135,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,2,3,87,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,3,3,60,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,4,3,78,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,6,2,171,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,3,3,48,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,5,1,885,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,2,2,4143,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,2,1,1839,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,4,3,138,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,2,3,51,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,6,1,345,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,4,1,7989,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,4,2,3753,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,4,3,48,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,1,3,249,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,3,1,900,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,3,1,1752,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,3,3,30,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,4,3,21,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,5,3,6,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,1,3,183,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,4,2,13182,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,5,1,459,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,3,3,81,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,5,2,453,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,1,2,23739,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,3,3,24,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,1,1,18651,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,4,1,11115,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,4,2,14172,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,6,1,372,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,2,3,12,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,6,2,351,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,4,3,63,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,3,1,15,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,3,2,21768,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,3,3,99,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,6,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,2,1,3648,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,1,3,120,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,4,3,0,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,1,2,33225,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,1,2,16584,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,6,3,12,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,5,3,39,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,5,2,1824,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,4,3,60,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,3,1,6129,
STATSNZ:CEN23_ECI_017(1.0),2023,7610,999,3,2,2370,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,3,3,87,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,5,1,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,3,1,3060,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,2,3,111,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,1,2,13416,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,1,1,11835,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,4,2,11922,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,2,2,3861,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,1,1,6342,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,6,1,327,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,3,1,9858,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,3,3,30,
STATSNZ:CEN23_ECI_017(1.0),2023,7618,999,4,1,16062,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,2,2,7020,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,2,1,2631,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,1,1,603,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,3,2,1530,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,5,3,3,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,4,3,75,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,2,1,4344,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,4,2,16686,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,4,1,14946,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,4,2,7380,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,1,2,27402,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,5,2,1395,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,4,2,4800,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,5,2,1275,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,4,2,16626,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,5,2,993,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,5,3,15,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,1,2,4056,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,4,1,39849,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,3,2,14031,
STATSNZ:CEN23_ECI_017(1.0),2023,7621,999,6,2,423,
STATSNZ:CEN23_ECI_017(1.0),2023,7619,999,2,3,75,
STATSNZ:CEN23_ECI_017(1.0),2023,7603,999,5,1,1407,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,6,1,513,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,3,2,4131,
STATSNZ:CEN23_ECI_017(1.0),2023,7607,999,3,2,3528,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,1,3,39,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,2,2,4584,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,3,1,2934,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,2,1,4335,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,3,1,4152,
STATSNZ:CEN23_ECI_017(1.0),2023,7611,999,2,2,4512,
STATSNZ:CEN23_ECI_017(1.0),2023,7613,999,4,1,14457,
STATSNZ:CEN23_ECI_017(1.0),2023,7616,999,1,2,29346,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,4,1,11559,
STATSNZ:CEN23_ECI_017(1.0),2023,7620,999,1,3,84,
STATSNZ:CEN23_ECI_017(1.0),2023,7608,999,2,3,0,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,6,1,51,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,2,1,11094,
STATSNZ:CEN23_ECI_017(1.0),2023,7604,999,3,3,21,
STATSNZ:CEN23_ECI_017(1.0),2023,7617,999,6,2,117,
STATSNZ:CEN23_ECI_017(1.0),2023,7602,999,3,2,1296,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,1,3,510,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,1,1,32760,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,5,1,492,
STATSNZ:CEN23_ECI_017(1.0),2023,7615,999,5,1,1188,
STATSNZ:CEN23_ECI_017(1.0),2023,7614,999,4,3,54,
STATSNZ:CEN23_ECI_017(1.0),2023,7612,999,2,1,4350,
STATSNZ:CEN23_ECI_017(1.0),2023,7606,999,6,1,663,
STATSNZ:CEN23_ECI_017(1.0),2023,7601,999,2,1,4911,
STATSNZ:CEN23_ECI_017(1.0),2023,7609,999,2,1,561,
STATSNZ:CEN23_ECI_017(1.0),2023,7605,999,6,2,225,
