DATAFLOW,CEN23_YEAR_001,CEN23_GEO_008,CEN23_ETH_004,CEN23_AGE_003,CEN23_GEN_002,OBS_VALUE,OBS_STATUS
STATSNZ:CEN23_ECI_018(1.0),2018,7604,6,8,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7612,2,8,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7610,3,9,1,126.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,5,14,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,13,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7612,4,14,1,354.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,1,13,2,1098.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7605,6,6,2,33.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,6,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7607,4,17,2,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,1,10,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,5,14,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,5,12,1,45.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,2,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7612,5,6,2,186.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,2,19,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,6,6,1,57.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7605,4,5,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7617,4,8,1,651.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7605,3,6,2,63.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,5,14,1,18.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,1,12,1,930.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,4,3,2,240.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,6,11,2,39.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,5,13,2,18.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,2,9,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7618,1,9,1,330.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,5,3,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7602,6,3,1,51.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,1,10,2,2574.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,5,12,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7610,1,11,2,1533.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,6,16,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,6,6,1,72.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,4,4,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7621,1,17,2,594.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,4,3,1,639.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,2,13,1,162.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,4,2,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,6,16,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,4,18,2,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,5,16,1,6.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,6,18,1,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,3,19,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,6,12,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,1,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,6,2,2,30.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,6,2,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7616,5,7,2,180.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,2,8,1,240.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,5,19,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7607,6,18,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,5,13,2,18.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7617,4,9,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7617,1,16,2,189.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7609,1,1,1,183.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,3,17,1,45.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,5,2,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,5,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,2,7,1,207.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,1,16,1,390.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,6,5,2,18.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,3,17,1,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,4,3,2,459.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,4,8,2,1632.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,2,1,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,11,1,75.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,6,5,2,30.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,3,9,1,210.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,6,13,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7606,6,2,1,66.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,1,18,1,456.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,5,10,1,18.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,2,14,1,222.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,3,19,1,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,6,12,1,54.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7605,1,7,2,1008.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,2,9,2,171.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,5,13,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7606,3,2,1,1497.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,6,14,1,9.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,7,1,93.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,3,7,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7602,6,8,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7610,1,13,2,1290.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7608,5,13,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7609,4,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7605,5,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7621,1,18,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,4,16,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7620,2,3,2,795.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,1,8,1,558.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,1,5,2,900.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,4,12,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7616,1,12,2,2127.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,2,18,1,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,5,1,2,69.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,2,11,2,150.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,6,8,2,48.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,1,10,2,1887.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,3,19,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,3,1,1,258.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,3,14,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7605,6,6,1,42.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,5,6,1,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,3,5,1,216.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,6,14,2,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7617,6,6,2,9.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7605,6,7,2,15.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,5,7,1,45.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,5,2,2,120.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,3,10,2,636.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,3,10,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7602,6,9,2,51.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,5,12,2,15.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,3,14,1,24.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,4,4,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7606,3,15,1,162.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,2,16,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7602,5,18,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7605,2,9,2,96.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,1,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7608,1,18,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,6,12,2,21.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,4,3,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7603,5,4,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7604,5,4,1,75.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,4,16,1,162.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,6,5,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,1,7,1,1437.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,1,19,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7603,1,14,2,735.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,1,19,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7608,4,7,2,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,1,9,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7620,2,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,5,17,1,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,1,15,1,2088.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,1,1,1,1953.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,1,8,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,1,10,2,1098.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7617,2,12,1,258.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,6,10,2,30.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,5,4,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,2,4,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7608,4,15,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7602,2,15,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,6,4,1,15.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,5,18,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,1,19,1,219.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,4,12,1,282.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,2,9,1,288.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,1,10,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7602,2,10,1,216.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,1,16,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7611,1,3,1,897.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7609,5,18,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,4,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7621,4,14,1,117.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,2,7,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7603,6,10,1,39.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7608,1,11,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7606,3,9,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7612,6,11,2,39.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,2,11,2,417.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,3,10,1,54.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,6,7,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7610,2,10,1,216.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,5,11,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7619,3,13,1,414.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,1,14,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7618,2,12,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7616,4,9,1,2121.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,5,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,5,3,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7606,2,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,5,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7620,1,10,2,915.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,3,14,1,60.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,6,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,2,16,2,36.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,5,16,2,9.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,2,9,2,228.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,16,1,21.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,6,4,1,42.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,3,10,1,156.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7608,1,13,2,39.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,3,18,1,6.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,1,17,1,309.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,5,1,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,5,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7616,5,3,1,135.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,4,15,1,165.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,4,12,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,6,12,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7613,3,6,1,339.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,5,16,1,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,6,14,2,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,2,2,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,1,17,1,540.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,4,4,1,1167.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,6,7,2,30.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,4,12,1,84.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,4,16,2,201.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,5,19,1,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7609,3,13,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,4,13,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7620,2,3,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7621,5,18,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,3,17,2,18.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,4,15,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,1,3,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,1,19,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7620,3,7,2,324.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,5,4,2,66.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,3,19,2,21.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,6,18,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,3,7,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,2,5,1,261.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7605,2,5,2,198.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,6,18,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,4,10,1,906.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7608,2,7,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7617,1,7,2,516.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,1,13,1,738.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,6,18,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7612,6,8,2,27.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,5,9,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7617,2,17,2,36.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,3,8,1,129.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,2,8,2,219.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,2,10,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7607,5,10,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7619,3,10,2,882.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,3,12,1,99.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,3,10,2,39.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,2,10,2,240.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,4,12,1,714.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,1,15,1,546.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,1,15,1,351.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7609,5,14,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7604,4,14,2,396.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7617,5,5,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7606,2,8,2,591.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,6,8,1,45.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,5,5,2,60.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,1,8,1,2124.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,2,10,1,531.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,4,8,1,2904.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,3,10,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7617,6,14,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7609,4,12,2,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7609,1,13,2,315.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,3,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7611,2,17,1,15.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,6,2,1,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,5,8,1,87.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,2,8,1,126.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,4,16,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7604,6,19,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,5,1,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,2,14,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7604,3,9,1,153.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,4,6,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7620,4,4,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7604,6,3,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7605,2,17,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7620,5,19,2,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,3,16,1,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7614,5,14,2,15.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,5,10,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7609,3,13,1,9.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7610,1,3,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7610,6,1,1,18.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,3,10,1,858.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7615,6,17,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,6,18,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,1,14,1,1050.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,6,17,1,0.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,4,15,1,69.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,5,7,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,1,8,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7621,6,3,2,42.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,4,4,2,840.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,1,19,1,150.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,1,3,1,2853.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,2,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7611,1,7,1,1116.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,2,18,1,9.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7603,6,16,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7602,4,7,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7617,5,8,2,24.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7604,4,8,2,1515.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,2,15,2,63.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7606,4,1,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7616,4,1,2,2172.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,1,1,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7613,5,8,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7601,2,5,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7621,2,5,2,414.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,4,5,1,1623.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,1,14,2,1743.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,2,10,1,204.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,6,2,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,18,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,3,1,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7614,4,11,2,663.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7621,1,8,1,1557.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,5,12,2,45.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7611,4,8,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7610,6,12,1,33.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7607,5,14,1,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7601,5,12,2,12.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7619,4,5,2,855.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7618,4,11,1,708.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7613,2,12,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7609,4,14,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7620,3,12,1,147.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7616,6,9,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7607,4,6,2,375.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7609,6,14,2,3.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7609,5,11,1,6.0,
STATSNZ:CEN23_ECI_018(1.0),2018,7612,6,14,3,,_U
STATSNZ:CEN23_ECI_018(1.0),2018,7615,2,9,2,294.0,
