DATAFLOW,CEN23_YEAR_001,CEN23_GEO_008,CEN23_ETH_004,CEN23_AGE_003,CEN23_GEN_002,OBS_VALUE,OBS_STATUS
STATSNZ:CEN23_ECI_018(1.0),2013,7615,12119,99,99,195.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12119,99,99,420.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7616,12119,99,99,315.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7605,12119,99,99,177.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7620,12119,99,99,165.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7613,12119,99,99,108.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7618,12121,99,99,36.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7613,12121,99,99,18.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7607,12121,99,99,54.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7603,12121,99,99,30.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7619,12121,99,99,60.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7612,12121,99,99,69.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7621,12121,99,99,90.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7602,12121,99,99,96.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7615,12121,99,99,39.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7608,12121,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7614,12121,99,99,60.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7617,12121,99,99,27.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7601,12121,99,99,54.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7611,12121,99,99,45.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7609,12121,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12121,99,99,96.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7604,12121,99,99,72.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7620,12121,99,99,30.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7610,12121,99,99,66.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7616,12121,99,99,78.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7605,12121,99,99,57.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7604,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7614,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7609,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7620,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7607,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7613,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7603,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7615,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7616,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7611,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7602,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7605,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7601,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7617,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7610,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7608,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7612,12199,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7618,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7619,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7621,12199,99,99,0.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7612,12211,99,99,459.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7616,12211,99,99,639.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7608,12211,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7618,12211,99,99,171.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7604,12211,99,99,390.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7609,12211,99,99,81.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7607,12211,99,99,558.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7605,12211,99,99,279.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7615,12211,99,99,261.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7610,12211,99,99,384.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7602,12211,99,99,717.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7603,12211,99,99,351.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7619,12211,99,99,309.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7617,12211,99,99,132.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7614,12211,99,99,435.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7613,12211,99,99,186.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7601,12211,99,99,492.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12211,99,99,843.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7611,12211,99,99,342.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7620,12211,99,99,306.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7621,12211,99,99,651.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7603,12311,99,99,15.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7605,12311,99,99,27.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7609,12311,99,99,3.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7613,12311,99,99,18.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7610,12311,99,99,39.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7612,12311,99,99,51.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7618,12311,99,99,24.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7607,12311,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7619,12311,99,99,15.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7606,12311,99,99,48.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7601,12311,99,99,6.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7621,12311,99,99,12.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7620,12311,99,99,9.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7614,12311,99,99,42.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7615,12311,99,99,30.0,
STATSNZ:CEN23_ECI_018(1.0),2013,7604,12311,99,99,24.0,
